88467	88468	5.24588820265831
88453	88468	4.66713839299268
95305	109198	4.63771641751964
88192	1926129	4.53104993936859
88192	1935147	4.52937728989923
88192	1328366	4.52931193018821
1926129	1935147	4.51553643958937
106211	2178103	4.4955353267851
2181763	2180307	4.41853831568665
99402	94924	4.37820243965984
2655574	1347048	4.37641349088494
95412	1354163	4.34790865153764
1194883	1346317	4.34658265552025
97548	97830	4.34645496498592
107501	1352629	4.34570753073695
2143311	1277215	4.32446522405644
1278315	1921749	4.31719879948264
88110	97622	4.3107861489957
88476	1315204	4.30598931008535
102548	1929183	4.30352569336128
105381	1915443	4.30248999046489
2444169	1919580	4.30116211417453
106206	2154244	4.2969931951659
1927580	2678952	4.29145222041711
95664	1334444	4.29123386765536
1929230	1927580	4.29082973444497
95300	2446176	4.28325188880285
102806	1354953	4.27683911559211
105381	1914921	4.27496055501979
1328366	1926129	4.27254525232206
1346523	1346524	4.27164892775113
105115	96788	4.27034698235548
1858416	1891247	4.26740535868475
2450757	1919338	4.26424445667021
1328366	1935147	4.26341127402657
95561	109124	4.25912766039391
1274781	1315202	4.25804701915149
1261811	2682003	4.2496191423354
1335087	97352	4.24730235771267
1916238	1918017	4.24518300314958
97255	98783	4.24414509744179
1298218	1921749	4.23859471546439
1929230	2678952	4.2257844514204
104723	95522	4.22496609689324
1101355	98725	4.22327354910817
1099800	103289	4.21860012516663
95524	1891427	4.21709308300524
88453	88458	4.20743366007218
88388	2443878	4.20020988070951
894698	1346525	4.19617718413224
2447658	1351636	4.19399020768492
1921831	1924366	4.18917169498059
95556	2446089	4.18872890547232
95522	1891427	4.18648962141219
97525	97524	4.18170314633903
88457	88458	4.18146563211781
1336205	99685	4.17967242746158
1095416	97364	4.1787485537825
1338946	95392	4.17689773136158
2179381	1918017	4.17552442062401
1346523	1346525	4.17406640538707
94885	1099452	4.17315931949247
894698	1346523	4.17204871446779
1347466	95556	4.16764755937015
1194883	2179277	4.16337743765075
2135960	1858416	4.15998461667982
96560	96788	4.15497437304202
97292	1919580	4.15442930543963
98297	1926387	4.15113911289723
1349215	1349216	4.1499839313708
98783	104597	4.14987055651682
88453	88467	4.14955734939053
98214	1891217	4.14247005243783
109547	97526	4.14073905818714
894762	102673	4.13818755064449
95813	2149946	4.1326002920398
109344	102780	4.12849132049269
2683854	1919580	4.12800871157378
97168	97493	4.12782407928194
88127	95904	4.11953552232831
98958	1347521	4.11471022153933
894689	109484	4.11292648247309
95661	102811	4.11273240170999
88458	88468	4.10989329369545
95543	95824	4.10222543996747
1333879	107734	4.09482838935742
109344	102764	4.09207631128425
2157018	109523	4.09181823851213
108050	104719	4.09181823851213
1196458	95665	4.09181823851213
109249	2685011	4.09181823851213
2146906	2682064	4.09181823851213
107387	1926945	4.09181823851213
98715	1915509	4.08684809741862
95295	107374	4.08504611111744
99659	98864	4.08160178817184
104741	103289	4.08014120478379
2179381	1916238	4.07706132880617
88059	1309517	4.07684885440904
101864	894698	4.07591781530323
109611	96650	4.07007569886377
87867	895149	4.0679312888808
2143886	98506	4.06776199015962
107374	1346833	4.06654332109269
88458	88461	4.06464522824035
108426	1923321	4.06338267470232
1920831	1922300	4.0633826747021
109128	1342774	4.06087344291336
98282	2442415	4.06049550107377
1891731	1914935	4.05812516678156
97603	1099818	4.05693932014401
95729	1345643	4.0532618741388
1338946	98729	4.05276430115146
1355272	1098283	4.05213223042051
107588	1859993	4.05080076623335
1338946	98728	4.04825241120852
88274	88276	4.04796411417919
99779	1916712	4.04241765365714
105979	97367	4.04241765365714
104564	1352456	4.04241765365714
87905	97255	4.04219979432514
102811	98480	4.04083516792753
1858416	1917097	4.03821516950916
1861441	105976	4.03430217976802
102709	1277968	4.03295431461765
87905	98864	4.03190860830637
105043	96909	4.031537524143
105091	1926129	4.02949298745716
1277959	1888986	4.02789211797221
1927248	1917097	4.02521856232602
106911	105083	4.02521856232602
96778	1919815	4.02521856232602
88025	1352629	4.02521698076748
97255	104597	4.02503505403774
88084	88090	4.02457610808074
94862	1277151	4.01957188217671
107654	96629	4.01864258623777
105976	97313	4.01565595911779
88190	1346866	4.01467293918381
95613	107164	4.01407939422711
98953	1890212	4.01191795992372
103581	3584043	4.01038333386805
1890219	1919338	4.01038333386782
88190	97847	4.00942583212509
1330233	98864	4.00623631110079
97250	1354161	4.0062147346016
1098280	1306784	4.0054001159267
95522	1101771	4.00505519895205
98351	98352	3.99737583165347
1343460	1338783	3.99720043544971
2178598	2678952	3.99720043544971
1344037	2682003	3.99720043544971
1929230	2178598	3.99720043544949
102672	1888984	3.99720043544949
88025	107501	3.99720043544949
99260	2384818	3.99720043544949
97361	1890773	3.99510434201216
97531	109583	3.99394691105749
106658	2137495	3.9921246752358
95278	97902	3.9913590602273
97168	97169	3.98961643742109
88457	88468	3.98818028241294
102709	96624	3.98811613196131
1274784	104510	3.98526574717971
105043	1096393	3.98526574717971
96605	96610	3.98136118864477
88090	97448	3.98035553983186
97830	98864	3.98021421980297
105980	97769	3.98003912680269
88516	103178	3.9795920515312
108476	2135272	3.97430014875727
98864	1344412	3.97236411313179
1298218	98953	3.97000108620432
95392	98728	3.96773265213778
1338038	107940	3.96582641305395
87902	98864	3.96568295936231
88039	1270862	3.96544611857394
98728	98729	3.96417842134133
98961	1890212	3.96412289549971
96605	97810	3.96411407397545
95602	98397	3.96145993861319
1344313	1344407	3.95606185615361
88388	107181	3.95459147318707
98715	1914944	3.94563352627733
1888921	1891221	3.94313758362637
99607	2676312	3.94119161639878
1298218	98958	3.93605347791822
95414	1859993	3.93129744152611
97303	1917649	3.92907181874898
88373	1346833	3.92850266780965
95392	98729	3.9276034153097
1344412	1927489	3.92310190799026
1333879	107689	3.92280718029087
2446089	95557	3.92199916176855
2450757	104510	3.92135119623208
104510	1341292	3.92135119623208
87918	87919	3.91823269026509
103012	1926129	3.91801158984595
107527	98728	3.91398932711513
1891428	1919338	3.91396771391601
1206586	2684063	3.91396771391601
88223	1277211	3.91345326468286
109169	97290	3.91319662353271
1338010	98506	3.91313751491998
97847	96680	3.91251399630414
98284	1353633	3.91214724013571
95489	95490	3.91171998430582
1339759	96677	3.91114807830422
94909	1346524	3.911052502958
98214	1352464	3.9102788306825
107734	107689	3.90688588210514
88276	109330	3.90661483566828
101864	94909	3.90242748859509
1098280	1276116	3.90185064227694
103099	1929511	3.90073563101464
98834	98872	3.90008783767485
88452	1333772	3.90008650982327
1352467	97362	3.90008650982327
97292	98864	3.89638188193771
95294	95410	3.89081775169643
1336181	1309503	3.89062751412894
99928	103038	3.88803247584974
95602	1328352	3.88234736757749
107655	96629	3.88223212639809
1345961	97810	3.88159103235262
106679	106676	3.88156250758971
97311	97601	3.88096999020217
95523	1101771	3.88096999020217
95524	1101771	3.88096999020217
98354	1277977	3.88096999020217
97902	1930016	3.88096092661408
88110	98783	3.88081727149756
